Trade rule 1,Trade rule 2,Trade rule 3,Trade rule 4,Trade rule 5,Trade rule 6,income
1.2195923721262103,1.7495828287462194,-0.5571308600354641,-1.5469812704885246,2.7090495986501386,2.5922192094586896,510.5137750671306
-0.9026531533938802,1.7299513714830148,2.9848355487296674,-1.418896836144261,2.735759537137861,-2.602086501221364,347.328666027714
1.0833087516722566,0.0954787538076455,-1.7143126148982004,2.947527644743541,0.0236193479199986,2.134643768758049,364.8198744703672
0.5536418630621247,1.0783023680523405,2.1481082135318994,2.99427692412244,-2.9682340433739496,-2.263507001813725,503.90483802690784
-2.700444353121904,-1.6847957585376,1.306730279257545,2.6809745770224964,2.1518910816498646,-0.158579630929136,478.6987440771691
1.0007364526635731,-1.864446700041112,2.322285617006316,1.3726627944387566,2.4611085905992525,-0.0072070611124797,387.2683436444007
-1.3449958769313763,0.4593871566187806,0.6036499262238255,2.235206339467598,1.633446414273665,0.6749493643018196,397.6760278061061
0.3752658578422863,2.4514097289610195,2.3491446168747023,-2.825811440817999,0.1162349145218155,-1.209008196101113,484.1928865503002
-0.0409784701809936,1.6197403097164598,1.942868698551376,1.562287990990434,-1.9144485589569475,-1.0944940691558571,355.4881959333298
-0.7659358712632276,2.925921129320468,1.585597267078871,-2.345145352838624,-2.9402485009946457,1.209232207048294,344.0316715795618
1.79997084989684,-2.7239107860037426,2.421129480095079,1.0148379841041288,-1.1847815884953905,1.4030912421605208,361.3641938863884
2.531035376946664,-0.3132603538333773,0.5904828302288863,2.1770084700243366,-1.998661032759704,2.209612542807915,383.0934465509748
-1.9706103991977544,0.3675381469361811,-1.955744721430536,2.722505338471419,2.885549556449804,1.4673409520482696,619.1312140907241
-0.6049516895505955,0.0624434344393716,-2.001234801280909,-0.7254769704039643,2.8190213439322056,2.771273071251744,471.8162990378037
1.1973871575602342,-2.863687036507341,2.521354858806113,0.4752301432515478,-2.046504310239477,-0.5357205867824697,313.2385775626732
1.5011871360674442,-0.946745442459894,1.2255490247293075,1.0471310970687435,0.3474485836326044,2.9501996799299217,337.83678775073287
1.4921278338270412,2.0288613386036367,-2.165018634846505,1.934381474704594,0.9886295761428112,2.0023986446731143,419.57765832362657
0.0103601409198157,-1.5770917780509173,-0.8673219436244342,0.8868885210338764,0.6307248847769307,2.183451448433749,302.69770917838736
-0.2301052639916538,-2.3898902921267524,-1.1836046265813829,2.589601438889642,2.9996606714590586,2.2720058644295014,685.4694548347962
2.1376360924764137,-0.8141427845828311,2.061581289426768,0.6323504584291619,-2.0159033179978327,-1.896173232351852,319.81280261890555
0.4825843068678388,-1.6402141849733969,2.9199700426097337,2.7446622687730544,-2.883049343342468,0.4739347103727485,614.7900174225333
1.8115600381151389,1.692727430442167,0.3290045167917896,2.8799476015296186,2.238671459874348,-2.002351039368326,358.7780016265128
-1.2732037209687297,2.1117323381022297,2.579570306746316,-1.7269927475500424,0.6864379712742235,-2.342362345180117,327.1500790611498
1.1507633108587765,-0.1953893788092235,2.9345964600448537,-1.7896412043708476,0.392036251106715,-1.7829551886104302,310.85751008974074
2.9324081277029315,0.8082468070198949,1.999446587430354,0.93960687377845,-2.739649448698352,-2.3913140770102075,468.309349700286
-1.7594255651049062,0.7741200329836184,-0.3058438514756134,2.00215014438397,2.913378954553151,2.41085343697536,611.0293707405908
2.890421737638974,1.332293284084603,2.868411304004184,2.0607824599775624,-2.3072936181529613,1.1494977329216507,592.6452106891796
-2.495036213499244,0.6563680393997866,2.1215506450341834,1.4352489935153443,-0.8386983027684405,-0.7114246470922279,357.306986807495
0.6332260710203008,-0.424491598249213,2.7645799401812887,0.2839162064681213,-1.6770163748050886,-1.370407222789495,345.69152598075203
1.428437062805051,-0.4947855180218568,1.4310214628917324,2.840438845830837,1.03402936235333,0.8787186206146513,491.5073639967016
